hash,message,hashes_of_parents,is_merge_commit,list_of_modified_files
5d58272128c187a7fae5b47abb024549f3bb74d2,"Merge pull request #2 from airbnb/interpolation-fix

remove invalid interpolation examples","['ca0f5ff8076ed0e0924bb8004a79d6983d949b8a', 'f08e400ae498fee1b59e7b5ca64838ddee6b21ea']",True,[]
fef21df0e5b84e4cc152d79a6bb950a4af6ae254,fix conflict,"['6a0c83a322ae8ebdfe8cecae2f6e7069ab75934b', '5d58272128c187a7fae5b47abb024549f3bb74d2']",True,[]
8cef7f1ec6d6cd1a0e0e5c7915d4a001d3cb10e2,fix the baker link,['b2c7d3d0d35c9608f76047b318baae3b97021dc0'],False,['README.md']
ab5910ae9ad13acdebd7f104acab8e63fa2fcfdd,braces for mulit-line blocks only. optional for single-line blocks. fixes #3,['8cef7f1ec6d6cd1a0e0e5c7915d4a001d3cb10e2'],False,['README.md']
622050681b70af230412a95e7f14c9a1f4e50ae8,"Don't use reserved words as property names. If you do, quote them. fixes #6",['437e33a31859aafbbf2b04c204b7009b6c260b47'],False,['README.md']
8f0ef5d9fdfd1ce6da4a1977451e0ff2003a65b0,return when it makes sense. fixes #9,['622050681b70af230412a95e7f14c9a1f4e50ae8'],False,['README.md']
b714fe88ccb4497950934ac643efed27acb24e52,Just don't use reserved words as keys. fixes #6,['8f0ef5d9fdfd1ce6da4a1977451e0ff2003a65b0'],False,['README.md']
db5cd7c091fef244506a5f995bdc0c9f159e6a2b,Increment fix version for typo update,['280164a995d9cebac4d9fc35f7844920c5410445'],False,['SublimeLinter.sublime-settings']
e34611d5b2527885503cfd27c47c1b76cd0705ba,[accessors] fixes #13,['1fcf86fd9650b125d0e05e2b9c365978beee9a45'],False,['README.md']
92fa3c7f73bb041f04d3f553a392e0468420f334,[naming conventions] fixes #15,['4400753ac1a2b1fc11500d996a7e1498d520f36f'],False,['README.md']
b790fae6ca2b29038c302d045285af3d91af8aab,[variables] more generic. fixes #14,['92fa3c7f73bb041f04d3f553a392e0468420f334'],False,['README.md']
f473ef00e96f31e802d07d0906bd66b1d3c99bd3,[whitespace] use indentation for long method chains. fixes #19,['fadaff70374fa9c7a517aef146d3408713b05ada'],False,['README.md']
b4cf72329d7e703ec4e900e171c1b83f54023531,[Type Casting & Coercion] use parseInt for readability. fixes #18,['bd6a4076df5424ec8d7b89589773b98e1af05084'],False,['README.md']
2dadef915c6176f4a29f839b3b249f9d44d21f40,[Type Casting & Coercion] fix typo,['b4cf72329d7e703ec4e900e171c1b83f54023531'],False,['README.md']
9fb45df8fc9a731bb1fe6ecac28b94b7634e0619,[jQuery] better performance for DOM queries. fixes #22,['2dadef915c6176f4a29f839b3b249f9d44d21f40'],False,['README.md']
86cd4a2cfad6cfc89f02d5bc0a80cfcf76329d31,Fixed typo -> pased to passed,['4d9dc6cc8f2c41b63f75ea7fd9819e3467371855'],False,['README.md']
a4115f07d95a41b54f8a139d4ac73f7a2f46b97b,"Merge pull request #23 from askalot/master

Fixed minor typo","['4d9dc6cc8f2c41b63f75ea7fd9819e3467371855', '86cd4a2cfad6cfc89f02d5bc0a80cfcf76329d31']",True,[]
9fd528f794aee470f7073747ae3a2e2e09ae7bbb,Fix whitespace one space example,['a4115f07d95a41b54f8a139d4ac73f7a2f46b97b'],False,['README.md']
c3f8a79b70fed691c2ec981f183562567aef3659,"Merge pull request #26 from jgable/patch-1

Fix whitespace one space example","['a4115f07d95a41b54f8a139d4ac73f7a2f46b97b', '9fd528f794aee470f7073747ae3a2e2e09ae7bbb']",True,[]
e6243c95cde6cf96a3bd9a4e6ee616687f2eecbd,"[naming conventions] saving reference to this, use _this. fixes #32",['d5210145e8ca0b0aa0dd6f66ccfb613b37dc7a7b'],False,['README.md']
015e4317adb15dc5cc7dd14f657a682359cc8434,[arrays] update jsperf links. fixes #27,['dfb699a068238e6647427a7d34a9c2954b0f20ea'],False,['README.md']
2091d965100f66a7e73c71256e447f6f9bcc5de9,"Merge pull request #36 from thisconnect/master

small code example and typo fixes","['b74ba8bdc6405dddefc59e7369ade78f7cba0670', 'c4ae7e7a56942cc4c2be20bf32511623605d6d1b']",True,[]
4815ab0016195fd826ad477e96f878b928bc2b93,[strings] add jsPerf and discussion about long strings with concatenation. Fixes #40,['e645ca25f91d271e3a6224bbe5478a51624a1d47'],False,['README.md']
c30a067f10620f5307f4056c98edf4f6563dc438,[arrays] use Array#slice to copy an array. Fixes #41,['4815ab0016195fd826ad477e96f878b928bc2b93'],False,['README.md']
d149b74dca2a1dc08a163ae4b88d7e70e1ae39c7,[hoisting] fix typo,['c30a067f10620f5307f4056c98edf4f6563dc438'],False,['README.md']
5a01394bbd2a8b7293c9b99867c5ad26fe8f752c,[functions] fix link to ecma-262 note,['53946c5a0a00acf5bc3e49bd39f453bac4c96a2a'],False,['README.md']
2a43ade4ad7a796083bd18836986de55eea374a1,Fixed typo,['5a01394bbd2a8b7293c9b99867c5ad26fe8f752c'],False,['README.md']
eceab31a02047089bc6a4d1a93b0f0cf91fb9ea9,"Merge pull request #43 from mitsuruog/master

[functions] Fixed typo","['5a01394bbd2a8b7293c9b99867c5ad26fe8f752c', '2a43ade4ad7a796083bd18836986de55eea374a1']",True,[]
40f261b9d9b5ecb0f4240cd885aa965818b2585d,Fixed typo,['2a43ade4ad7a796083bd18836986de55eea374a1'],False,['README.md']
11bfc4a221907f20acf9ec8839f69cb5653cb1a2,Fixed typo,['40f261b9d9b5ecb0f4240cd885aa965818b2585d'],False,['README.md']
479fcbede2fad69c895a9351ba392c7a553ec135,"Merge pull request #46 from mitsuruog/master

Fixed some typos.","['c3111c7be22236401f6f3fd2b222fac2b8e64459', '11bfc4a221907f20acf9ec8839f69cb5653cb1a2']",True,[]
fba96a8bf06d5bbf7559250834b4913d1dbec159,[other styles] add link to conditional callback discussion. fixes #52,['e012839d088f4ca5a93b35933886a4532b122037'],False,['README.md']
e0572c7f89fbc91462b4541075cd666ebecf6338,fixed link in Other Styles->Conditional Callbacks,['fba96a8bf06d5bbf7559250834b4913d1dbec159'],False,['README.md']
c4a2fa12dc85ba1c11d88b305945bbc7e4176770,"Merge pull request #53 from Znarkus/patch-1

fixed link in Other Styles->Conditional Callbacks","['fba96a8bf06d5bbf7559250834b4913d1dbec159', 'e0572c7f89fbc91462b4541075cd666ebecf6338']",True,[]
bbfcaa47b4621894bd65bc31cd6d871f0b45166b,"Fix links in ""In the Wild"" and ""The JavaScript Style Guide Guide"" sections",['c4a2fa12dc85ba1c11d88b305945bbc7e4176770'],False,['README.md']
91a2b3db5b8c4b0ae35c4ae6996f207ed7a9af17,"Merge pull request #56 from qorbani/master

Fix links in ""In the Wild"" and ""The JavaScript Style Guide Guide"" sections","['c4a2fa12dc85ba1c11d88b305945bbc7e4176770', 'bbfcaa47b4621894bd65bc31cd6d871f0b45166b']",True,[]
cad9032e7cd798c09f8774971265f8ebb1baeae3,[comments] add FIXME and TODO annotations. Fixes #62,['a15b27e670d92aac838d581f500fdfa2a16e6bb5'],False,['README.md']
f435429b986dacb816ed31bb3074f0c4dd73f394,"Fixed small error in jQuery selector example

$('.sidebar > ul') instead of $('.sidebar > .ul')",['cad9032e7cd798c09f8774971265f8ebb1baeae3'],False,['README.md']
20c48f19d6786aeaa19b8fe40ddaa28cda4ca8e6,"Merge pull request #63 from kairosagency/jqueryfix

Fixed small error in jQuery selector example","['cad9032e7cd798c09f8774971265f8ebb1baeae3', 'f435429b986dacb816ed31bb3074f0c4dd73f394']",True,[]
32a4a8f89243204ade5b60cf6f8499a714896b3b,"Merge pull request #66 from SiPlus/master

Change Array.prototype.slice.call(items) to items.slice()","['67d2f39f87d58ebdd2a13d75770e6ba9d02d820b', 'c96672368a2c1f539f97b206bb66f6da32aed5ed']",True,[]
8335ffadb439a1d646189bf28082ee7d16b2eb73,[whitespace] use single quotes for strings. fixes #68,['cb7b261028929820e195eb8a0287b2301e208459'],False,['README.md']
e3e3cc1a4e246c720fc8305d80fa6504d4a69584,"[resources] add section for further reading, closures. fixes #64",['3cea9f56f04b1b6c721225c47ddc4e217b3407a0'],False,['README.md']
bf87eec1996c02342ba8819e4bd5dad0f93ea7de,[commas] add section on additional trailing commas. fixes #75,['e3e3cc1a4e246c720fc8305d80fa6504d4a69584'],False,['README.md']
ae425f03ed47e0da401e5a608e6a239998d70d64,[type casting] move explanation about bitshift closer to example code. fixes #80,['17c8be1117ec8b9d5021b822a2aa04a019204c45'],False,['README.md']
020fe0387283d97d3d42b7d95e0c4e4bb16817df,[objects] update discussion on reserved word usage. fixes #61,['ae425f03ed47e0da401e5a608e6a239998d70d64'],False,['README.md']
a37d284b20d4add165dcdf515ebe7a4fa6810be9,fix typo (i think),['c8442b484c2729954d4b5e39cd3f70f7f3fb0be5'],False,['README.md']
c4ebea97b8f77b8ce2123f7f315202a9ce77acdb,"Merge pull request #86 from nicoder/patch-1

fix typo (i think)","['96b69c4f09164129063d96db5f71837406fabcfe', 'a37d284b20d4add165dcdf515ebe7a4fa6810be9']",True,[]
6394ca8dd84dd475a1ef60befc53497b4df84366,[jquery] the faster lookup isn't actually faster. Fixes #90,['5a769c1c0eb55825ba692cd18b95d06fa475aefa'],False,['README.md']
e84b63c07f53a1b139363dcdd5880691480a58c7,"Fix jQuery selector with context param order

`$(selector, parent)`

See: http://api.jquery.com/jQuery/#jQuery-selector-context",['6394ca8dd84dd475a1ef60befc53497b4df84366'],False,['README.md']
fcdf61c9ece07d0671f0a68264d8001ed9d8be5f,"Merge pull request #91 from jdhartley/patch-1

Fix jQuery selector with context param order","['6394ca8dd84dd475a1ef60befc53497b4df84366', 'e84b63c07f53a1b139363dcdd5880691480a58c7']",True,[]
9d17310d2966328de886df53ca74608eb3b5e1e7,[resources] add additional helpful resources. fixes #92,['fcdf61c9ece07d0671f0a68264d8001ed9d8be5f'],False,['README.md']
de4979b999ebfd9a4aad35b1303f73dfda636ec9,Fixed typos,['9862309820141c40e9a11dc443dddc144a511ea6'],False,['README.md']
c7ab9b8cecf29122d5e212843823f54085722595,"Merge pull request #103 from pborreli/patch-1

Fixed typo","['9862309820141c40e9a11dc443dddc144a511ea6', 'de4979b999ebfd9a4aad35b1303f73dfda636ec9']",True,[]
8bab767301b27b0f976b539542310b2dee01ed57,[type casting & coercion] add note about bitshift and large integers. fixes #109,['fa32d9a1585db72fd69e258f6a57387a54856824'],False,['README.md']
aaaf392e1c15b3056f06b415387dd9da1824d27e,[type casting & coercion] fix formatting,['8bab767301b27b0f976b539542310b2dee01ed57'],False,['README.md']
6445a6fd00fb8a7c4cd5f0d1adab9717c092ef5a,"Remove invalid name - Naming Conventions

In naming conventions `var this-is-my-object = {};` is given as an example of a bad name. But since this is an invalid name in Javascript. I dont think it is needed since its a syntax error.",['aaaf392e1c15b3056f06b415387dd9da1824d27e'],False,['README.md']
f07de4befb52e22f4d77d5e94c22d57c62357621,[translation] add Bulgarian translation. fixes #121,['1ffec40ffd3b4d10e82887788fd52638ad6083ba'],False,['README.md']
745cf854d11510bebe2d971cd981ca884ac52228,[translation] update russian fixes #120,['e82c8dbf56b9a8c32b23fa92458d7dacb27292f2'],False,['README.md']
388294966894e0aec4649cc75ebfdfe5a74a5d60,"32-bit integers and bitwise operators explained with example of possible issues

I've added this example to russian translation when I've got question from our juniors ""what's the limits of wise use of bitwise operators"".",['745cf854d11510bebe2d971cd981ca884ac52228'],False,['README.md']
440b34a0b5c7b2b3a7e106760e9d2d5986e75315,[resources] add link to Third Party JavaScript. fixes #128,['7a9f9c57f25b472d7e359ff0a4bf6c0abc1d2b8b'],False,['README.md']
12baae728e0fc710e1efe3e662a6b63e2353bd37,Fix typo with word programatically,['c287ad87655bf5fb2bd55037b4e805d5c47374d5'],False,['README.md']
2a1c19abee5971b3b49f67bdc10b4a89597f89c8,"Merge pull request #151 from goldcaddy77/fix-programatically-typo

Fix typo with word programatically","['c287ad87655bf5fb2bd55037b4e805d5c47374d5', '12baae728e0fc710e1efe3e662a6b63e2353bd37']",True,[]
2d9759484c4a04e742010b6b5ee13e3d0b7395e5,"Merge pull request #126 from Jabher/patch-1

32-bit integers and bitwise operators explained with example of issues","['8cfb740a5781c0b297000b8a55d8f797bedc8638', '388294966894e0aec4649cc75ebfdfe5a74a5d60']",True,[]
0a58fc75def52b776d3e391dbf3b278867ef9047,"[naming conventions] add note about NFEs, IE8 and below. fixes #82",['2d9759484c4a04e742010b6b5ee13e3d0b7395e5'],False,['README.md']
b81a7402416b90c9ef7b484a947111f8f514b386,[in the wild] add VoxFeed. fixes #192,['0b0a41704c4fd3866c2a7b28464d8978949eb58b'],False,['README.md']
38fd77e159fc905820f6beb40e39e0a8b23dc9a4,[in the wild] add Evernote. fixes #193,['b81a7402416b90c9ef7b484a947111f8f514b386'],False,['README.md']
ef4420bfa00f0f228d7da65f78097f3cda414620,[in the wild] add InfoJobs. fixes #203,['21a44a7627c266f35f6d2a7f8b8ba1504987b0f9'],False,['README.md']
da9103f11bc9143ff58bc65957bca45e255bad02,Fixed flag icon,['058e9adce3e8b720781b99faa4c7ba2f15911fff'],False,['README.md']
2522afab5d939aabec131744d2a821b8677e76a6,Also fixed Bulgarian flag icon,['da9103f11bc9143ff58bc65957bca45e255bad02'],False,['README.md']
8d51bd504b3d64e551f28a2b5bfbd98f1605f131,"Switch from single var to one-var-per-variable

Frontenders at Airbnb at have been discussing this change for a bit, and
we've come to favor one-var-per-variable over one-var-only declarations.
Two things improve the maintainability of this style over one var for
multiple variables:

 1. You never have a diff of a line that's removing a `;` and inserting
    a `,`.
 2. You can't accidentally declare global variables because you have a
    one-character mistake (semicolon instead of comma):

    ```javascript
    var foo = 1,
        bar = 2;
        baz = 3; // added later and (accidentally) declared globally
    ```",['bae9bc6b361a193d2562f43d0be8ae509074b3c6'],False,['README.md']
3c68fc494632bfb28b470f63af94cf8b9a11acf1,Reformat var change,['b61d52ca41450c5f661bd96265b3c8e063c0961c'],False,['README.md']
1e2202938d4567dc81eb5c9a65ba5d5c2b19741d,"Merge pull request #232 from ClimbsRocks/patch-2

Added consistent periods before code snippets, fixing Issue #231","['9812fdcff3648e1073e1009e6a353b16871be740', '233c1db73ae24731074ecba583945036f3c7148a']",True,[]
95eae8840a49b7082d35532ea68a5059382d545f,"Merge pull request #242 from omarduarte/patch-1

(Fix) Add semicolon to whitespace code example","['b60970a6bfb737949d40c6cfa27403729aaf33ed', 'b0a364dedbc1f9c2c8512606bc5c26db5bceb2f8']",True,[]
3eef511fd650a2d4504afdf9007fd1c4c3a508da,"Fixes #251 - Rename Conditional Expressions

As per issue #251, renames section Conditional Expressions & Equality to Comparison Operators & Equality, as the section is not about the Elvis operator :)",['b3e83dcaa57d6679d0e972dcf163d81a51779b1d'],False,['README.md']
fa64b975c33714cbc3d947726671bf673bc12998,"Merge pull request #252 from fvanderwielen/patch-1

Fixes #251 - Rename Conditional Expressions section","['b3e83dcaa57d6679d0e972dcf163d81a51779b1d', '3eef511fd650a2d4504afdf9007fd1c4c3a508da']",True,[]
3058e38d0157db360d4b513342455213e2642fe3,fix(eslint): Remove amd and jquery from env,['dbbdec3f290e7b246a7e7054baa39858ca53b532'],False,['eslintrc']
ebe8cb253dce09535f8a45e47d1ec5be75129f27,Fix a typo in selector,['483bc27a7cf7e8b358621f03ded120e2998854ca'],False,['README.md']
6cda67e2f54556f8b42f08be27bd8fbc92936a94,"Fix minor punctuation errors

(1) BEFORE: Never name a parameter `arguments`, this will take precedence over the `arguments` object.
AFTER: Never name a parameter `arguments`. This will take precedence over the `arguments` object.

(2) BEFORE: Variable declarations get hoisted to the top of their scope, their assignment does not.
AFTER:
Variable declarations get hoisted to the top of their scope, but their assignment does not.

(3) BEFORE: for multiline comments
AFTER: for multi-line comments

(4)BEFORE: It’s okay to write a custom toString() method, just make sure
AFTER: It's okay to write a custom toString() method. Just make sure",['520b6d658f3f0f1fb23438bd3181361fac5dc7cc'],False,['README.md']
87ea8909d851f1a56b6cb7173b73a15f4b2a5d5b,fix(one-var): Add one-var setting from @nkbt,['3058e38d0157db360d4b513342455213e2642fe3'],False,['eslintrc']
7ed9511a2f3d4b6120b26ea8ebb35d4b63a54c23,"Merge pull request #288 from RKushnir/master

Fix a typo in selector","['e2688acf30469448b23188af0c183900d2d0d077', 'ebe8cb253dce09535f8a45e47d1ec5be75129f27']",True,[]
540365c4cc68323abb401bcb0e7f55ceb5113d1f,[whitespace] class => classed. fixes #294,['0501155c5e8fd20d35e9f4b0b12a776d28b7fd9c'],False,['README.md']
ddbc7aa0fd28f403ddb373bba5515688d021d6e9,"Merge pull request #295 from airbnb/fix-whitespace-ex

[whitespace] class => classed. fixes #294","['0501155c5e8fd20d35e9f4b0b12a776d28b7fd9c', '540365c4cc68323abb401bcb0e7f55ceb5113d1f']",True,[]
d5cddf836c1f36d4f721589c8cb3e5848218afa6,"Merge pull request #292 from sunshinewyin/master

Fix minor punctuation errors in README","['ddbc7aa0fd28f403ddb373bba5515688d021d6e9', '6cda67e2f54556f8b42f08be27bd8fbc92936a94']",True,[]
91d56b6874b55dd545cdb668f1c3b3b1a9f446d9,"[eslint] fix whitespace, silence underscore dangle",['b694fedccdcfa1c2c1761957de44fc43d1e9d175'],False,['.eslintrc']
7fe4883a7571e0e64abda1937bd807f6c5a2a0d2,[variables] fix variable hoisting example. fixes #265,['10ef68a4ab39f5742413afe38bdb1453bc2f517b'],False,['README.md']
dc100c8d31e251ce13fe267bf70855765a7445de,"Merge pull request #317 from airbnb/fix-var-example

[variables] fix variable hoisting example. fixes #265","['10ef68a4ab39f5742413afe38bdb1453bc2f517b', '7fe4883a7571e0e64abda1937bd807f6c5a2a0d2']",True,[]
6de02b80a250b618fcc083358acbc6ab91d85f5f,"Merge pull request #316 from airbnb/eslintrc

[linters] update .eslintrc. fixes: #313, #259","['dc100c8d31e251ce13fe267bf70855765a7445de', '91d56b6874b55dd545cdb668f1c3b3b1a9f446d9']",True,[]
1282ee63df09442602588af5cedce850533b217a,Add comment on why we're breaking a rule,['0c6697104b1477187f50f0497227e04be6587e02'],False,['README.md']
bc5b0ee007ba9e7bd92afb7caf325f4c63fc6e09,"Change wording in Iterators and Generators

I found the term ""function constructors"" to be confusing as the functions the section refers to are not constructors. I think ""higher-order functions"" or something similar would be more clear.

Thanks!",['22e3c89d045e60fba240b07009bed07ba1797eaf'],False,['README.md']
f7321b303d6f3046ba49741041312fa2d8c76ed7,[modules] fix invalid syntax in bad example. fixes #287,['6d34c516cc1649fe795a5145e89545328d04d360'],False,['README.md']
0cca5e21fc66d6c5f076af71ab9a269a3ccddcc7,"Fix hoisting examples

Hoisting only happens to `var`. As kangax describes in [Why `typeof` is no longer “safe”](http://es-discourse.com/t/why-typeof-is-no-longer-safe/15/3).

Also, I wonder if we need the whole section, since you recommend to [avoid using `var` altogether](https://github.com/airbnb/javascript/blob/b492/README.md#references).",['ee176044c303a523cbb1ee68d1202d399639bcb3'],False,['README.md']
455529c2346bd9f38e9ce09c507afbc11bba6b17,Updates es5 guide with latest,['cb47b478c70bb0d1bee0a60643c5970bd67a799a'],False,['README.md']
120a122c29d7b5776935a6f0a61b0f8eb65a2736,"Merge pull request #327 from airbnb/fix-wording

[intro] our es5 guide is still up to date","['1df31607a7ec8db27a4a11fbad637b5f75d88842', 'a41c1fab68fa913c9184299cfa92ac453a420291']",True,[]
a2034b0f6ce448c272bd4c13773dfd710dbfeb89,[commas] additional trailing commas good in es6. fixes #323,['120a122c29d7b5776935a6f0a61b0f8eb65a2736'],False,['README.md']
7ade95434c6d9e8faf862e6f69df1110449e4955,[commas] fix bad git diff example,['a2034b0f6ce448c272bd4c13773dfd710dbfeb89'],False,['README.md']
fc248e66ee3f80e84d675f436a7b18996ca46821,"Merge pull request #328 from airbnb/es6-trailing-commas

[commas] additional trailing commas good in es6. fixes #323","['120a122c29d7b5776935a6f0a61b0f8eb65a2736', '7ade95434c6d9e8faf862e6f69df1110449e4955']",True,[]
0ffbdd3692e6717dd5d34288da5e2e3efb8be0e9,[comments] fix example,['261f3bbbc51849f7e04f7fe9c6dc7193f652be3b'],False,['README.md']
716e8c5b9df7aba74645a4331d6ac58e15357f99,"Merge pull request #330 from airbnb/fix-example

[comments] fix example","['261f3bbbc51849f7e04f7fe9c6dc7193f652be3b', '0ffbdd3692e6717dd5d34288da5e2e3efb8be0e9']",True,[]
2595cb6724d0fd02ed771006517394fc43df341e,"removed alpha sort, changed jsx exten to js, added method prefix rule, added camelCase for props",['3764337df248e5068684f00bd2153dfd31fa243f'],False,['README.md']
a9319691e4618188732c132e96cc8122955b678f,Fix typo,['9563e1a418ea796d3d8c5bc660f16692ba6693ff'],False,['README.md']
36ddb36e21a3e7c62a93e9d0f194973c0578fccb,[conditionals] clarify conditionals. fixes #336,['df5029b5a55602a0b65f6a0a8dd7ac9a757caea8'],False,['README.md']
b201d2b3b98c336346adc9035304d007a60b07b1,"Merge pull request #337 from airbnb/clarify-conditionals

[conditionals] clarify conditionals. fixes #336","['df5029b5a55602a0b65f6a0a8dd7ac9a757caea8', '871a798a0dc22b9e667fcc291f5f11ee5c87870d']",True,[]
8bc1c17585e0f75b3a58c914902f00ff2630394f,"Fixed spacing on code block under Comments.

Even though github was rendering this correctly; I did this to fix tools
like https://github.com/suan/vim-instant-markdown from breaking syntax.",['b201d2b3b98c336346adc9035304d007a60b07b1'],False,"['README.md', 'README.md']"
c77a7f19cd7729abe2de452cb851edc542dde72e,"Merge pull request #341 from billabong/spacing_format_fix

Fixed spacing on code block under Comments.","['2c9702c4f9b53abd9709d57767709f5ba8fbc03e', '8bc1c17585e0f75b3a58c914902f00ff2630394f']",True,[]
20c4d37b335384c86241c3e2578688374432a910,add eslint rules for JSX style from issue #345,['874fb879a8f46aa5dda2ad7788387defe8e493c5'],False,['.eslintrc']
7ac20d6249aaa77688d30319bf2bb41915b036a5,"Merge pull request #346 from justjake/jake/eslint-react

add eslint rules for JSX style from issue #345","['874fb879a8f46aa5dda2ad7788387defe8e493c5', 'f87ddc012f12dac91f28b5be0fa6d2d522e2e2bb']",True,[]
2539557e98f802a00513719ed9dd87891c7cde4f,"Change Chinese Translation to a more official like version
The current Chinese version translated by adamlu is a modified version which as he said change/delete some rules from the original and it's base on the version 2 years ago. I transalte a new version base on current style guide of es5 version.",['5cbb666427b143125a7f715d965d535c90d19a36'],False,"['README.md', 'README.md']"
a872822618609db62f3ce847b353477e1bc60a9d,"Merge pull request #352 from sivan/master

Change Chinese Translation to a newer version","['c5ed9096f9f5c888a5e053c5f9a05f7fa290860e', '2539557e98f802a00513719ed9dd87891c7cde4f']",True,[]
ae84fbe0076119dbcdaac3d400510b4e4c2e9eb8,Fix typo,['10f6d6a0d24605edafdb38dea8e702b46a5c6716'],False,['README.md']
8281437430e8f40c518d57df55da750b843555f7,"Merge pull request #375 from mdarse/patch-1

Fix typo","['10f6d6a0d24605edafdb38dea8e702b46a5c6716', 'ae84fbe0076119dbcdaac3d400510b4e4c2e9eb8']",True,[]
4a19aa8575e45e838f63097e0fed3f4e056a0d29,Fix Back to Top link spacing,['0627472f55c406f87c534a4b9f515a416b496c1d'],False,['README.md']
592223611f4582194512fef7c54e6282f8cd1b39,Change style guide of point 23.3,['8281437430e8f40c518d57df55da750b843555f7'],False,['README.md']
a8823a456551c9ee7e5c4d1f82a303ef392f043b,"Merge pull request #381 from dimitardanailov/patch-5

Change style guide of point 23.3","['8281437430e8f40c518d57df55da750b843555f7', '592223611f4582194512fef7c54e6282f8cd1b39']",True,[]
7b64a9dc1c0e9b2b0a1fa127127005f1a858c180,fix doc url and little typo,['2626e0ba914f9a132aba34906dba1582ccf1cec4'],False,"['README.md', '.eslintrc']"
7b336c737e68829c662ce24c0a64e5636bbc82e5,"Merge pull request #382 from framini/patch-2

Fix doc url and typo","['a8823a456551c9ee7e5c4d1f82a303ef392f043b', '7b64a9dc1c0e9b2b0a1fa127127005f1a858c180']",True,[]
4eea06235bec6698efceb431ba00b0a7927af69d,"Fixed typo in 9.4

Line read `contructor(options = {}) {` 

Edited to `constructor(options = {}) {`

No other lines were edited or changed.",['8d2a83385795b8a3763890a344f9592e36ed9407'],False,['README.md']
70024df2c31edd3d9c92ae8e42f64e910ce13b0e,"Merge pull request #397 from Ryan-McBride/patch-3

Fixed typo in 9.4","['8d2a83385795b8a3763890a344f9592e36ed9407', '4eea06235bec6698efceb431ba00b0a7927af69d']",True,[]
13fe13bb3729cebb4c41606bda4b50050089cdb6,"Fixed typo in 13.4

A comment in the example of section 13.4 had 'unnecessary' spelled as 'unnessary'",['70024df2c31edd3d9c92ae8e42f64e910ce13b0e'],False,['README.md']
23b3f4b8f9b92e0430968c0d43574af76b8c2f8f,"Fixed typo in 19.2

'modern' was spelled as 'mordern' in both the good and bad examples of section 19.2",['70024df2c31edd3d9c92ae8e42f64e910ce13b0e'],False,['README.md']
060944d61f102356568aabc7641ac7f5aeb9dc0b,"Merge pull request #399 from Ryan-McBride/patch-5

Fixed typo in 19.2","['70024df2c31edd3d9c92ae8e42f64e910ce13b0e', '23b3f4b8f9b92e0430968c0d43574af76b8c2f8f']",True,[]
d9b87de58cff5c2a66c2d94325fd4e3c2be3b0da,"Merge pull request #398 from Ryan-McBride/patch-4

Fixed typo in 13.4","['060944d61f102356568aabc7641ac7f5aeb9dc0b', '13fe13bb3729cebb4c41606bda4b50050089cdb6']",True,[]
81f5d8d489780f8f1d5bc098d1b71b7b8a353f92,fixed typos & removed dead link,['d9b87de58cff5c2a66c2d94325fd4e3c2be3b0da'],False,"['README.md', 'README.md']"
ef7b5cc64bb6cdf9fb3312e9fec22af6ba22fd5d,"Merge pull request #403 from jonchretien/typo-fixes

fixed typos & removed dead link","['d9b87de58cff5c2a66c2d94325fd4e3c2be3b0da', '81f5d8d489780f8f1d5bc098d1b71b7b8a353f92']",True,[]
8370c039029100d7ba1076575c0ac3c9362d450d,fixed additional trailing comma - close #393,['ef7b5cc64bb6cdf9fb3312e9fec22af6ba22fd5d'],False,['.eslintrc']
d3f791816c644b188ea6ae866f07bb6028f3e64e,"Merge pull request #405 from fredericksilva/fs/fixed-additional-trailing-comma

 fixed additional trailing comma","['ef7b5cc64bb6cdf9fb3312e9fec22af6ba22fd5d', '8370c039029100d7ba1076575c0ac3c9362d450d']",True,[]
1beaa2a6550290754bf3ea6b4221614fdfe0e5fe,"Merge pull request #409 from benjaminapetersen/typo/fix-jedis

Plural Jedi is Jedi.  Sorry, had to do it.  :)","['d3f791816c644b188ea6ae866f07bb6028f3e64e', '89d75d9f708f640b0d99ebdd640d1a9627d9ce55']",True,[]
232054a26f960927544c9f7d16cc099767995b9a,Fixed a typo on README,['1beaa2a6550290754bf3ea6b4221614fdfe0e5fe'],False,['README.md']
22ae0766a3697effcc2a45fc1319afeaec4af590,"Merge pull request #410 from denizozger/master

Fixed a typo on README","['1beaa2a6550290754bf3ea6b4221614fdfe0e5fe', '232054a26f960927544c9f7d16cc099767995b9a']",True,[]
f1d524369113e40e9f023c5e17a6f6f8baf7861d,changed to single quotes to match style,['27d388d9469128c5ed44164a100d92fd25aa5c98'],False,['README.md']
37a30322a015cb9fd11ee4f482e999299dbe4228,"Merge pull request #367 from christophehurpeau/patch-1

18.6: blocks and blank line: add example with array","['ea4bf2fb23fe21cf0913f39c57f373b9c7d2e525', '53ac64adf5d52e89b34e01a2befe8fa9e990662f']",True,[]
63bf905ed6ab4d33f75ee4147d9e38745aba4cf3,"[comments] update 17.4, 17.5 examples to follow 17.2. fixes #430",['bd98ed3b285f837382bea08a53656fe16662a27e'],False,['README.md']
